Identifier,SMILES
NPBS151590,CC1(C)C=Cc2c(cc3c(c2O)C(=O)C[C@H](c2ccc(O)cc2)C3)O1
NPBS151591,O=C1ON2C=3C1=CC=CC3C4=C(O)C=5C(O)=C6C(=O)CCC(O)C6(OC5C=C4C2)C(=O)OC
NPBS151592,COc1c2cc(OC[C@@H]3OC3(C)C)c(O)cc2nc2occc12
NPBS151593,CCCCCCCCCCCCC(CC(CC)CC)CC(CC)CC
NPBS151594,COc1c(C=CC(C)(C)O)cc(C(=O)O)cc1CC=C(C)C
NPBS151595,COc1cc(CO[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O
NPBS151596,CC(C)CCC[C@H](C)CCC[C@@H](C)CCO
NPBS151597,CC(C)(CC1OCCO1)C(Br)CC(Cl)(Cl)Cl
NPBS151598,CCCCCCC(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)O[C@@H]1C(C)(C)O
NPBS151599,C=C[C@@H](c1ccccc1)c1cc(O)c(OC)cc1O
NPBS151600,CC1C(=O)NC(C(N1)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)O)CCC(C(CC2CN(C(=N2)N)C(=O)N)O)O
NPBS151601,CC(C)C(C)CCO
NPBS151602,CCOCC=CCOCC
NPBS151603,O=C(C1=CC=C(OC)C=C1)C2=CC(O)=C(O)C(OC3OC(CO)C(O)C(O)C3O)=C2
NPBS151604,O=C1N2C(C(=O)N3C1CC4(C5=CC(=CC=C5N(C)C34)C(C=C)(C)C)C)CC6(C=7C=CC=CC7N(C)C26)C
NPBS151605,C1=C\CCCCCCCC/1
NPBS151606,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3c(-c4ccc(O)cc4)oc4cc5c(c(O)c4c3=O)OCO5)OC[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
NPBS151607,O=C(OC1CC2CCC1(C)C2(C)C)C=CC=3C=CC=CC3OC
NPBS151608,C=C1C[C@@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)C[C@@H]1O
NPBS151609,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCc1ccc(OC/C=C(\C)CCC=C(C)C)c(OC)c1
NPBS151610,CC1CCC=C(C(C)C)C1
NPBS151611,CO[C@@H]1OC(=O)C2=CC[C@@H]3[C@](C)([C@H](O)C[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@@]34C)[C@H]21
NPBS151612,CCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@@H]1C[C@H]3O
NPBS151613,CC(C)=C[C@@H]1C[C@](C)(O)[C@@H](COc2c3ccoc3cc3oc(=O)ccc23)O1
NPBS151614,O=C1C(O)=C(C)C2C1=C(C)CCC3C(C(=O)OC23)C
NPBS151615,O=C(O[C@@H]1[C@@H](O)[C@H](c2c(O)cc3oc4cc(O)c(O)cc4c(=O)c3c2O)O[C@H](CO)[C@H]1O)c1ccc(O)cc1
NPBS151616,CCCCCC(CCC)OS(=O)(=O)c1ccc(C)cc1
NPBS151617,O=CC12CC3OC4(O)C(OC(C)CC4OC(=O)C)OC3CC2CCC5C1CCC6(C)C(C7=CC(=O)OC7)C(O)CC56O
NPBS151618,O=C(OCC1=CC(O)C(CC(OC(=O)C(C)C(OC(=O)C)C)C(=C)C(OC(=O)C)C(O)C1)C(C)COC(=O)C)C
NPBS151619,COc1cc(C(Cc2cccc(O)c2)OC)cc(OC)c1O
NPBS151620,CC1=C(CCC(C)O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](CO)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)C[C@@H](O)C1
NPBS151621,COc1cc(C)c(O)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1
NPBS151622,CC(=O)O[C@@H]1[C@@H](O)[C@H](C)O[C@@H](OC[C@H]2O[C@@H](OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1OC(C)=O
NPBS151623,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
NPBS151624,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCC=CCC)COC1OC(CO)C(O)C(O)C1O)CCCCCCCCCCCCCCC
NPBS151625,CCCCCCCCC=CC=CC(=O)O
NPBS151626,O=C1C=C2C(=O)C(O)=C1C=3C=4OC(C=CC4C(O)=CC3CCCCCCCCCCCCCC2)(C)C
NPBS151627,OC1COC(OC(C=CC(C)C2CC(O)C3C4(O)CC(O)C5CC(OC6OCC(O)C(O)C6O)CCC5(C)C4CCC23C)C(C)C)C(O)C1O
NPBS151628,CC1=C(C(=C(C2=C1COC2=O)O)CC[C@H](C)C(=O)O)O
NPBS151629,C=CC(C)(O)C/C=C/C(C)(O)CCC(OC(C)=O)C(=C)C
NPBS151630,C=CCC=C(C)C(C=CC(C)=O)=C(C)C
NPBS151631,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)C5CC[C@]43C)[C@H]12
NPBS151632,CC(C)/C=C/1\C(=O)N(/C(=C/C2=CC=CC=C2)/C(=O)N1C)O
NPBS151633,COc1c(OC)c(OC)c2c(ccc3ccccc32)c1CC[N+](C)(C)[O-]
NPBS151634,CCCCCC=CCCCCCCC[C@@H](O)[C@@H](O)[C@H](CO)NC(=O)[C@H](O)CCCCCCCCCCCCCCCCCCCCCC
NPBS151635,C[C@H]1CCC[C@]2(O1)CC3=C(CO2)C(=O)[C@]([C@H](C3)O)(C)O
NPBS151636,O=C(O)CCC#CC(O)CCCC
NPBS151637,COc1ccc(-c2cc(=O)c3c(O)c([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](COC(C)=O)[C@H](O)[C@@H](O)[C@@H]4O)c(O[C@@H]4O[C@H](C)[C@@H](OC(C)=O)[C@H](O)[C@@H]4OC(C)=O)cc3o2)cc1
NPBS151638,CC/C=C(\C)C=O
NPBS151639,O=C(OC)C1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC4(C(=CC(=O)C5C6(C)CC(O)C(OC7OCC(OC8OC(CO)C(O)C(O)C8O)C(O)C7O)C(C)(CO)C6CCC54C)C2C1)C
NPBS151640,CC1=CC[C@@H](OC1=O)[C@@H](C)[C@H]2CC[C@@]3([C@@]2(CCC4=C3CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)C
NPBS151641,CCO[C@@H]1C=C2[C@H]3CC(C)(C)CC[C@]3(C)CC[C@@]2(C)[C@]2(C)CCC3C(C)(C)[C@@H](O)CC[C@]3(C)[C@@H]12
NPBS151642,CC(=CCO[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H]1O)CCC=C(C)CO[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
NPBS151643,C[C@H]1C[C@@H]2CCCCCCCC3=CC=C([C@H]2[C@@]4(O1)[C@@H](CC(=N4)C5=CC=CN5)OC)N3
NPBS151644,O=C1C(O)CC2C(C)(CCC3C2(C)CCC4(C)C5CC(C)(C)CCC5(CO)CCC34C)C1C
NPBS151645,C=CCOC(=O)CC(C)C
NPBS151646,Cc1ccc(Cc2cc(C)ccc2C)cc1
NPBS151647,O=C(C=1C=CC=CC1O)C=2NC(Cl)=C(Cl)C2N3C(Cl)=C(Cl)C(Br)=C3C(=O)C=4C=CC=CC4O
NPBS151648,[2H]c1nccn1[2H]
NPBS151649,O=C(C=C(C)C)CC(C)C1CCC2(C)C3CCC4C(C)(CO)C(OS(=O)(=O)[O-])CCC54CC35CCC12C
NPBS151650,CCCCCCCCCCCCCCCCCCC1Oc2ccccc2-c2oc3ccccc3c(=O)c21
NPBS151651,O=C1OC2(C)CCC(C1=C)CC(O)C(=CCC=C(C)CCC2OC(=O)C)C
NPBS151652,CCCC(=O)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
NPBS151653,O=S(=O)(O)OC1CC2(C3=CCC4(C)C(CCC4(C)C3CC(OS(=O)(=O)O)C2C(O)C1OS(=O)(=O)O)C(C)CCC5(CC5C)C(C)C)C
NPBS151654,COc1ccc(-c2coc3cc(O)c(C)c(O)c3c2=O)cc1
NPBS151655,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)C5[C@H](O)C[C@]43C)[C@H]2C1
NPBS151656,O=C(O)CCCCCCCCCCCCCCCOC(=O)c1c2ccccc2cc2ccccc12
NPBS151657,C=C1CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)CC1=C(O)C(=O)C=C(OCC)C1=O
NPBS151658,CC1=C[C@H]2OC(=O)[C@@H](C)[C@@H]2CCC(C)=CCC1
NPBS151659,COc1cc(C(=O)C(CO)c2cc(OC)c(O)c(OC)c2)ccc1O
NPBS151660,CCCCC/C=C/C/C=C/CCCCCC(=O)N1CCCC1
NPBS151661,O=C(OC)C1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC4(C(=CCC5C6(C)CCC(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7O)C(C)(CO)C6CCC54C)C2C1)C
NPBS151662,CCOC(=O)C(C)c1ccccc1
NPBS151663,CCCCCCCCCI
NPBS151664,OC(COC1=CC=CC=2C=CC=CC12)CNC(C)C
NPBS151665,COc1cc(COC(=O)CCCC/C=C/C(C)C)ccc1O
NPBS151666,C#CC(=O)CC
NPBS151667,O=C(O)CCC1(C)C2C=CC3=C4CC(C)(C)CC(O)C4(C)CCC3(C)C2(C)C(O)CC1C(O)(C)CO
NPBS151668,CC1=CC2=C(C3=C1OC[C@@H]([C@H]3O)C(=C)C)C(=O)C4=C(C=CC(=C4O2)C[C@@H](C(C)(C)O)Cl)O
NPBS151669,C[C@@H]1C=C[C@@H]2C[C@H]1C2(C)C
NPBS151670,CC1=C[C@@H]2C(=C(C)C)C(=O)C[C@@](C)(O)[C@@H]2CC1
NPBS151671,CCCCCCC/C=C\CO
NPBS151672,CC1(C(=O)O)CC[C@@H]2[C@@]3(C)CCC[C@@](C)(C(=O)O)[C@@H]3CC[C@@]2(C)O1
NPBS151673,O=C1CC23CC43CCC5(C)C(CCC5(C)C4CCC2C(C)(C)C1O)C6CCC7CC6OC7(C)C
NPBS151674,O=C(OC1C=C(C(=O)C(O)C2(C)CCC(O)(C(C)C)C12)C)C=3C=CC=CC3
NPBS151675,CC(C)=CC(O)C[C@@H](C)[C@H]1CC[C@@]2(C)C3[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@]12C
NPBS151676,CC(C)(O)[C@@H]1CC[C@]2(C)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@@H](O)[C@](C)(O)[C@H]2C1
NPBS151677,O=C(O)CCCCCCCCCC(OC1OC(C)C(O)C(O)C1OC2OC(CO)C(O)C(O)C2OC3OC(C)C(OC4OC(C)C(OC(=O)C(=CC)C)C(O)C4O)C(O)C3OC(=O)C(C)CC)CCCCC
NPBS151678,CC=Cc1cnc(C)cn1
NPBS151679,OC1CC2=CCC3C4CCC(C(C)CCC=C(C)C)C4(C)CC(O)C3C2(C)C(O)C1
NPBS151680,CCCCCCCC[C@H]1CCCc2[nH]c(CO)c(OC)c(=O)c21
NPBS151681,OCC12CCCC(C)(C)C2CCC3(C)C4CCC5=COC=C5C4(C)CCC31
NPBS151682,C=CC(C)(CCC1(C)C(C)CC(O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C2(C)C(C)=CCCC12)O[C@H]1O[C@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H]1O
NPBS151683,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]3O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)[C@@H]4CC=C4[C@H]6[C@](C(=O)O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)(CC[C@@H](C)[C@@]6(C)O)CC[C@]45C)C3(C)C)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
NPBS151684,COc1cc(C=CC(=O)OC[C@H]2O[C@](COC(=O)C=Cc3ccc(O)cc3)(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3OC(C)=O)[C@@H](O)[C@@H]2OC(=O)C=Cc2ccc(O)cc2)ccc1O
NPBS151685,C=C1C2CC[C@]3(C)[C@H](CC=C4[C@H]5CC(C)(C)CC[C@]5(C(=O)O)[C@H](O)C[C@]43C)[C@@]2(C)C[C@@H](O)[C@H]1O
NPBS151686,OC(C(=CCCC1OCC(O)C(O)C1O)C)CC=C(C)C
NPBS151687,O=C(OC1CC2(C3=CCC4C(C)(C)C(OC5OCC(O)C(O)C5OC6OC(CO)C(OC7OC(COS(=O)(=O)O)C(O)C(OC8OC(COS(=O)(=O)O)C(O)C(OC)C8O)C7O)C(O)C6O)CCC4(C)C3CCC92C(=O)OC(C)(CCCC(=C)C)C19)C)C
NPBS151688,CC#CC#Cc1ccc(C#CC(O)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)s1
NPBS151689,CC(=O)[C@H]1CCC2(C)[C@@H]1[C@H](O)C[C@H]1C2(C)CC[C@H]2C(C)(C)C(=O)CC[C@@]21C
NPBS151690,O=C1NC(C(=O)C1=C(O)C=CC(=CC(C)CC)C)CC2=CC=C(O)C=C2
NPBS151691,OCC(OCCC=1C=CC=CC1)C=2OC=CC2
NPBS151692,Cc1cccc(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c1
NPBS151693,C#CCCCCCOC1C=CC=CO1
NPBS151694,O=C(O)C1=CC(C=CC2C(=COC(OC3OC(CO)C(O)C(O)C3O)C2C=C)C(=O)O)=CN(=C1)CCO
NPBS151695,O=C1OC2C(C1=C)CCC(O)(C)C34C=CC(CC53C(=O)OC6CC(C)C7C(=C(C(=O)C7)C)CC65)C24
NPBS151696,CC(C)CCC(=O)OCc1ccccc1
NPBS151697,CC(Cc1cc2c(cc1O)OCO2)C(C)C(=O)c1ccc2c(c1)OCO2
NPBS151698,O=C1OC(CC=C1C)C(C)C2CCC3(C4=C(CCC23C)C5(C)C(O)CC(O)C(C)(C)C5CC4)C
NPBS151699,CCCCCCCCCC(SC)C(CCC[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](COC(C)=O)NC(C)=O)SC
NPBS151700,C[C@]1(C(=O)O)CCC[C@]2(C)[C@H]3CC[C@@H]4C[C@]3(CC[C@@H]12)C[C@@]4(O)CO
NPBS151701,CC=CBr
NPBS151702,O=C1OCC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(OC(=O)C3=CC(O)=C(O)C(O)=C3C4=C(O)C(O)=C(O)C=C14)C5OC(=O)C6=CC(O)=C(O)C(O)=C6C7=C(O)C(O)=C(O)C8=C7C(=O)OC5C8C=9C(O)=C(O)C(O)=C%10C9C(=O)OCC(OC(=O)C%11=CC(O)=C(O)C(O)=C%11)C(OC(=O)C%12=CC(O)=C(O)C(O)=C%12%10)C(O)C(O)C(O)C=%13C(O)=C(O)C=%14OC(=O)C=%15C(O)=C(O)C=C%16OC(=O)C%13C%14C%16%15
NPBS151703,O=C1CCC(=C(CCC(OC2OC(COC3OC(CO)C(O)C3O)C(O)C(O)C2O)C)C1(C)C)C
NPBS151704,O=C(NC1C(=O)NC(C(=O)N2C(C(=O)N(C)CC(=O)N(C)C(C(=O)OC1C)C(C)C)C(O)CC2C)C(C)C)C3=CC=C(C=4OC=5C(=NC43)C(C(=O)NC6C(=O)NC(C(=O)N7CC(=O)CC7C(=O)N(C)CC(=O)N(C)C(C(=O)OC6CCl)C)C(C)C)=C(N)C(=O)C5C)C
NPBS151705,O=C1C(=CC(O)C(O)C1)C
NPBS151706,C=C1[C@@H](OC(=O)[C@H]2OCN(C)[C@H]2c2ccccc2)CC[C@@]2(C)[C@@H]1[C@@H](OC(C)=O)[C@@H]1CC(=O)C(C)=C([C@@H](OC(C)=O)[C@H]2OC(C)=O)C1(C)C
NPBS151707,CC1(C)CCC[C@@](C)([C@H]2CC[C@@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)C4[C@H](O)C[C@]23C)O1
NPBS151708,C1CN2[C@@H](CC3=CNC4=C3C2=CC(=N)C4=O)OC1
NPBS151709,O=CC1=C(O)C=C(C=C1OC=2C(O)=C3C(=O)OCC3=C(C2O)C)C
NPBS151710,CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@](C)(O)[C@@]2(O)CC1=O
NPBS151711,CC1=C(C2=C(C(=C1CC(=O)C)O)C(=O)C3=C(O2)C=C(C=C3C(=O)OC)OC)CC(=O)[C@]4(C[C@@H]([C@H]5[C@@]([C@@H]4O)(O5)CC=C(C)C)O)O
NPBS151712,CC[C@@H]1[C@H](OC(C)=O)C(=O)[C@@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5C[C@H](OC)[C@H](O[C@@H]6C[C@H](OC)[C@H](O[C@@H]7C[C@@H](OC)[C@H](O[C@@H]8C[C@@H](OC)[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@@H](C)O8)[C@@H](C)O7)[C@@H](C)O6)[C@@H](C)O5)CC[C@]4(C)[C@H]3CC[C@]12C
NPBS151713,O=CC12CCCC(C(=O)OC)(C(=O)OC)C2CCC3C(C=4C=COC4CC31)C
NPBS151714,O=C(O)CCCC=CCC=CCC=CCC(O)C(O)CC=CCC
NPBS151715,C[C@@H]1CO[C@@]2(O[C@H]3CC4C5C[C@@H](O)C6CC(O[C@@H]7O[C@@H](C)[C@@H](O)[C@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H]7O)CC[C@]6(C)C5CC[C@]4(C)[C@H]3[C@@H]2C)[C@@H](O)C1
NPBS151716,O=C1C=C2C(O)CCC(C)C2(C)C3OC13C(=C)CO
NPBS151717,CC(=O)CCCCCCCCCC[C@H]1CC[C@H](O)[C@H](C)N1C
NPBS151718,O=C(OCC(O)C1NC(=O)C(N(C(=O)CN(C(=O)C2N(C(=O)C(NC1=O)C(C)C)CC(O)C2)C)C)C)C=3C4=NC5=C(OC4=C(C(=O)C3N)C)C(=CC=C5C(=O)NC6C(=O)NC(C(=O)N7C(C(=O)N(C)CC(=O)N(C)C(C(=O)OC6C)C(C)C)C(O)CC7C)C(C)C)C
NPBS151719,COc1ccc2c(c1O)C(=O)CC1[C@@](C)(CO)CC[C@@H](O)[C@]21C
NPBS151720,O=C1OC(CC=C1C)C(C)C2(O)CCC3(C)C4CCC5C(OC6CC(=O)OC65CC4(O)CCC23C)(C)C
NPBS151721,O=C(C=CC1=CC=C(O)C=C1)C2=CC=C(O)C(=C2O)CC=C(C)CC=CC(O)(C)C
NPBS151722,O=C1CCC2=CC=C(OC)C(OC3=CC=C(C(O)=C3OC)CCCC1)=C2
NPBS151723,NC(COC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)Cc1ccccc1
NPBS151724,CCCC=Cc1ccco1
NPBS151725,O=C(OC(C(C(=O)CC)C)C(C(=O)C(C)CC)C)C(C(=O)CC)C
NPBS151726,COc1cc(/C=C/C(=O)OC[C@H]2O[C@@H](OC[C@H]3C(C)=CC(=O)CC3(C)C)[C@H](O)[C@@H](O)[C@@H]2O)cc(OC)c1O
NPBS151727,COc1cc2c(c(O)c1OC)C(=O)[C@@H](Cc1ccc(O)c(O)c1)CO2
NPBS151728,C[C@]12C[C@]34C[C@H]1C[C@@H]([C@H]3[C@](C(=O)C=C4)(C)CCC(=O)O)O2
NPBS151729,CC1=C[C@@H]2C[C@H]1C1C(=O)C=CC(=O)[C@@H]12
NPBS151730,O=C1C=2C=C(O)C=C(O)C2C(=O)C3(Cl)CC(Cl)C(OC13CC=C(C)CCC=C(C)CO)(C)C
NPBS151731,COc1cc(C=CCO)ccc1OC(C)=O
NPBS151732,C(CCCC1CCCCC1)CCC1CCCCC1
NPBS151733,O=C(CC[N+](=O)[O-])O[C@@H]1[C@@H](OC(=O)CC[N+](=O)[O-])[C@@H](O)O[C@H](CO)[C@H]1OC(=O)CC[N+](=O)[O-]
NPBS151734,O=C(OC)C=CC1=CC=C(OCC=C=C)C(OC)=C1
NPBS151735,COC(=O)C1=C[C@H]([C@H]([C@@H]([C@@H]1Cl)O)O)O
NPBS151736,O=C1C(O)=C(OC=2C1=C3OC(C)(C)CCC3=C(O)C2CC=C(C)C)C=4C=CC(=C(O)C4)CC=C(C)C
NPBS151737,O=C(C(=CCC(O)C)CC)CCC(=O)CC
NPBS151738,CC(=O)O[C@@H]1C[C@H](C)CC(C)(C)C1
NPBS151739,Cc1c2c(c(C)c3c1CCCC3)CCCC2
NPBS151740,CCCCCCCCCCCCCCCCCCCCC/C=C/C[C@@H](O)C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCC
NPBS151741,CO[C@H]1C[C@@H](O[C@H]2[C@@H](O)C[C@@H](O[C@H]3CC[C@@]4(C)C(=CCC5(O)[C@@H]4C[C@@H](OC(=O)C=Cc4ccccc4)[C@]4(C)[C@](O)(C(C)=O)CC[C@]54O)C3)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1C[C@@H](OC)[C@H](O[C@@H]2C[C@@H](OC)[C@H](O)[C@@H](C)O2)[C@@H](C)O1
NPBS151742,CC=CCCCCCCCCCCCCCCC(=O)O
NPBS151743,C=C1C(=O)[C@@]23C[C@H]1C[C@H](OC(C)=O)[C@@H]2[C@@]1(C)[C@@H](O)C[C@H](O)C(C)(C)[C@@H]1[C@@H](OC(C)=O)[C@@H]3OC(C)=O
NPBS151744,Cc1c(O)ccc2c1O[C@@H](c1ccc(O)cc1)CC2
NPBS151745,O=C1OC2C3=C(C(=O)CC3C(O)(C)CCC2C1=C)C
NPBS151746,COc1ccc2oc(-c3ccccc3)cc(=O)c2c1OC
NPBS151747,CC[C@@H]1[C@@H]2CCCCn3c([C@@H]4C[C@H](C)C(=O)O4)cc(c32)[C@H]2[C@H](C)C(=O)O[C@@H]12
NPBS151748,Cc1cc(C(=O)C(C)C)c2c(c1O)OC(=O)CC2C
NPBS151749,CC(C)=CCC(=O)[C@@H](C)CCC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1
NPBS151750,C[C@@H](C=C[C@]1(O)C(C)(C)C[C@@H](O)C[C@]1(C)O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
NPBS151751,O=C(OC)C=1NC(C(=O)OC)=C(C2=CNC3=CC=C(Cl)C=C32)C1C4=CNC=5C=CC(Cl)=CC54
NPBS151752,O=C(OC1CC2(C3=CCC4C(C)(C)C(OC5OCC(OS(=O)(=O)[O-])C(O)C5OC6OC(C)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(OC)C8O)C7O)C(O)C6OC9OCC(O)C(O)C9O)CCC4(C)C3CCC%102C(=O)OC(C)(CC(=O)CC(C)C)C1%10)C)C
NPBS151753,CC(CCCC(C)C1=CC[C@]2([C@@]1(CC3=C(O2)CC[C@@H](C3=O)O)O)C)CO
NPBS151754,CC(=O)N1C=CCCC1
NPBS151755,C=C1CC[C@H](O)/C(C)=C\[C@H](O)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]1O
NPBS151756,OC1COC(OCC2OC(OCCCCCC)C(O)C(O)C2O)C(O)C1O
NPBS151757,O=C(OC1OC(CO)C(O)C(O)C1OC2OCC(OC(=O)C=3C=CC=CC3)C(O)C2O)C=4C=CC=CC4
NPBS151758,CN1C(=O)[C@@]2(C3=C(C4=C(C5=C(N4[C@@]2(C1=O)O)C=CC(=C5)Cl)OC)NC6=C3C=C(C=C6)Cl)O
NPBS151759,COc1cc(O)cc(O)c1C(=O)[C@@H]1[C@@H](c2ccccc2)CC=C(C)[C@@H]1CC=C(C)C
NPBS151760,OC=1C=C(C=CC1OC2OC(CO)C(O)C(O)C2O)C3=CC(OC)=C(O)C(OC)=C3
NPBS151761,COc1cc(O)c2c(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)ccc3oc2c1
NPBS151762,C1CCCNCC1
NPBS151763,CCCC[C@H]1C2=C(C(=CC=C2)OC)C(=O)O1
NPBS151764,C=C(C)CC(C)(C)CO
NPBS151765,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OCC(O)C(O)C6OC7OC(C)C(O)C(OC8OCC(O)C(OC(=O)C)C8O)C7O)C(C)(CO)C5CCC4(C)C3(C)CC1
NPBS151766,CCOC(=O)C(C)(C)C(C)O
NPBS151767,COc1cc([C@@H]2Oc3cc(/C=C/C=O)cc(O)c3O[C@H]2CO)cc(OC)c1OC
NPBS151768,O=C1CCC2(C)C(CCC3(C)C2C(O)CC45OC5(CCC43C)C(C)CC(O)C(O)C(O)(C)C)C1(C)C
NPBS151769,O=C1OC(CCC1=CCCC(=CCCC2(OC3=C(C=C2)C=C(O)C=C3C)C)C)C(O)(C)C
